,fasta_id,smiles,pred_log10[kcat(s^-1)],pred_log10[Km(mM)],pred_log10[kcat/Km(s^-1mM^-1)]
0,P39714_wild,C[C@H]([C@@H](C)O)O,1.396406650543213,0.7668900489807129,0.81462162733078
1,P39714_wild,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,1.28866446018219,-0.28853315114974976,1.3534306287765503
2,P39714_wild,C[C@H](C(=O)C)O,1.5009934902191162,0.8239761590957642,0.9114505052566528
3,P39714_wild,[H+],1.6813209056854248,0.2618768811225891,1.1249953508377075
4,P40545_wild,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N/C=N/[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)C(=O)N,0.24544961750507355,-1.2711098194122314,1.4296070337295532
5,P07275_wild,C1CC(N=C1)C(=O)O,0.37309449911117554,-0.5679486989974976,0.9984105229377747
6,P07275_wild,O,1.4112327098846436,0.2789573073387146,1.203200101852417
7,P07275_wild,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,0.7083067297935486,-0.37380242347717285,1.077953577041626
8,Q12362_wild,C([C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)NC1=C(C(=O)NC(=N1)N)N,0.08469893783330917,-1.4626319408416748,1.1949315071105957
9,Q12362_wild,[H+],1.0632870197296143,-0.069193996489048,0.9089928865432739
10,Q12362_wild,O,1.339005708694458,0.024537572637200356,1.199981927871704
11,Q12362_wild,C([C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)NC1=C(C(=O)NC(=N1)N)N,0.08469893783330917,-1.4626319408416748,1.1949315071105957
12,Q12362_wild,[H+],1.0632870197296143,-0.069193996489048,0.9089928865432739
13,Q12362_wild,O,1.339005708694458,0.024537572637200356,1.199981927871704
14,P33312_wild,C([C@@H]1[C@H]([C@H]([C@@H](O1)NC2=C(C(=O)NC(=N2)N)N)O)O)OP(=O)(O)O,0.23409977555274963,-0.903783917427063,0.938775360584259
15,P33312_wild,[H+],1.0656903982162476,0.46644315123558044,0.505418598651886
16,P07342_wild,CCC(=O)C(=O)O,0.785112738609314,0.594169020652771,0.843867301940918
17,P07342_wild,[H+],1.372246265411377,0.42776331305503845,1.0013632774353027
18,P07342_wild,CC(=O)C(=O)O,0.7187445759773254,0.4551015794277191,0.7409366965293884
19,P53848_wild,C1C(=NC2=C(N1)N=C(NC2=O)N)CO,-0.22640995681285858,-2.5031049251556396,2.0347235202789307
20,P53848_wild,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,0.5636336803436279,-1.3978437185287476,1.6243540048599243
21,P53848_wild,C1C(=NC2=C(N1)N=C(NC2=O)N)CO,-0.22640995681285858,-2.5031049251556396,2.0347235202789307
22,P53848_wild,C1C(=NC2=C(N1)N=C(NC2=O)N)CO,-0.22640995681285858,-2.5031049251556396,2.0347235202789307
23,P53848_wild,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,0.5636336803436279,-1.3978437185287476,1.6243540048599243
24,P10356_wild,C(CC(=O)C(=O)O)CC(=O)O,0.26859036087989807,-0.1870969533920288,0.36101359128952026
25,P10356_wild,C(CC(=O)O)[C@@H](C(=O)O)N,0.5508745908737183,0.5796917676925659,0.1798521727323532
26,P10356_wild,C(CC(=O)O)C(=O)C(=O)O,0.3684040904045105,-0.005242382176220417,0.49754762649536133
27,P10356_wild,C(C[C@@H](C(=O)O)N)CC(=O)O,0.7479208111763,0.23800234496593475,0.3444346785545349
28,P53090_wild,C(CC(=O)C(=O)O)CC(=O)O,0.2499939650297165,-0.2229582965373993,0.14306843280792236
29,P53090_wild,C(CC(=O)O)[C@@H](C(=O)O)N,0.4682604670524597,0.5408686399459839,0.02336733043193817
30,P53090_wild,C(CC(=O)O)C(=O)C(=O)O,0.3543804883956909,-0.009009385481476784,0.32112401723861694
31,P53090_wild,C(C[C@@H](C(=O)O)N)CC(=O)O,0.6255012154579163,0.166329488158226,0.15963545441627502
32,P47039_wild,C(CC(=O)C(=O)O)CC(=O)O,0.38340967893600464,-0.0043771760538220406,0.31657496094703674
33,P47039_wild,C(CC(=O)O)[C@@H](C(=O)O)N,0.6150541305541992,0.6130374670028687,0.231885626912117
34,P47039_wild,C(CC(=O)O)C(=O)C(=O)O,0.5166553854942322,0.24693317711353302,0.4524800777435303
35,P47039_wild,C(C[C@@H](C(=O)O)N)CC(=O)O,0.7234622240066528,0.31380966305732727,0.34935474395751953
36,P10356_wild,C(CC(=O)C(=O)O)CC(=O)O,0.26859036087989807,-0.1870969533920288,0.36101359128952026
37,P10356_wild,C(CC(=O)O)[C@@H](C(=O)O)N,0.5508745908737183,0.5796917676925659,0.1798521727323532
38,P10356_wild,C(CC(=O)O)C(=O)C(=O)O,0.3684040904045105,-0.005242382176220417,0.49754762649536133
39,P10356_wild,C(C[C@@H](C(=O)O)N)CC(=O)O,0.7479208111763,0.23800234496593475,0.3444346785545349
40,P53090_wild,C(CC(=O)C(=O)O)CC(=O)O,0.2499939650297165,-0.2229582965373993,0.14306843280792236
41,P53090_wild,C(CC(=O)O)[C@@H](C(=O)O)N,0.4682604670524597,0.5408686399459839,0.02336733043193817
42,P53090_wild,C(CC(=O)O)C(=O)C(=O)O,0.3543804883956909,-0.009009385481476784,0.32112401723861694
43,P53090_wild,C(C[C@@H](C(=O)O)N)CC(=O)O,0.6255012154579163,0.166329488158226,0.15963545441627502
44,P47039_wild,C(CC(=O)C(=O)O)CC(=O)O,0.38340967893600464,-0.0043771760538220406,0.31657496094703674
45,P47039_wild,C(CC(=O)O)[C@@H](C(=O)O)N,0.6150541305541992,0.6130374670028687,0.231885626912117
46,P47039_wild,C(CC(=O)O)C(=O)C(=O)O,0.5166553854942322,0.24693317711353302,0.4524800777435303
47,P47039_wild,C(C[C@@H](C(=O)O)N)CC(=O)O,0.7234622240066528,0.31380966305732727,0.34935474395751953
48,P10356_wild,C(CC(=O)C(=O)O)CC(=O)O,0.26859036087989807,-0.1870969533920288,0.36101359128952026
49,P10356_wild,C(CC(=O)O)[C@@H](C(=O)O)N,0.5508745908737183,0.5796917676925659,0.1798521727323532
50,P10356_wild,C(CC(=O)O)C(=O)C(=O)O,0.3684040904045105,-0.005242382176220417,0.49754762649536133
51,P10356_wild,C(C[C@@H](C(=O)O)N)CC(=O)O,0.7479208111763,0.23800234496593475,0.3444346785545349
52,P53090_wild,C(CC(=O)C(=O)O)CC(=O)O,0.2499939650297165,-0.2229582965373993,0.14306843280792236
53,P53090_wild,C(CC(=O)O)[C@@H](C(=O)O)N,0.4682604670524597,0.5408686399459839,0.02336733043193817
54,P53090_wild,C(CC(=O)O)C(=O)C(=O)O,0.3543804883956909,-0.009009385481476784,0.32112401723861694
55,P53090_wild,C(C[C@@H](C(=O)O)N)CC(=O)O,0.6255012154579163,0.166329488158226,0.15963545441627502
56,P47039_wild,C(CC(=O)C(=O)O)CC(=O)O,0.38340967893600464,-0.0043771760538220406,0.31657496094703674
57,P47039_wild,C(CC(=O)O)[C@@H](C(=O)O)N,0.6150541305541992,0.6130374670028687,0.231885626912117
58,P47039_wild,C(CC(=O)O)C(=O)C(=O)O,0.5166553854942322,0.24693317711353302,0.4524800777435303
59,P47039_wild,C(C[C@@H](C(=O)O)N)CC(=O)O,0.7234622240066528,0.31380966305732727,0.34935474395751953
60,P38787_wild,CC(C)(CO)C(=O)C(=O)O,0.915004551410675,-0.26151415705680847,1.0799897909164429
61,P38787_wild,[H+],1.3777986764907837,0.3812285363674164,1.0152333974838257
62,P14843_wild,C([C@H]([C@H](C=O)O)O)OP(=O)(O)O,1.1748311519622803,-0.3159405589103699,1.0925261974334717
63,P14843_wild,O,2.045410394668579,0.12301434576511383,1.57692551612854
64,P14843_wild,C=C(C(=O)O)OP(=O)(O)O,1.2874304056167603,-0.8498829007148743,1.786699652671814
65,P32449_wild,C([C@H]([C@H](C=O)O)O)OP(=O)(O)O,1.7208954095840454,-0.24179334938526154,1.5307762622833252
66,P32449_wild,O,2.541118621826172,0.03486642614006996,2.014530897140503
67,P32449_wild,C=C(C(=O)O)OP(=O)(O)O,1.8734829425811768,-0.7843955755233765,2.2497363090515137
68,P07264_wild,CC(C)/C(=C/C(=O)O)/C(=O)O,1.1077234745025635,-1.194588541984558,2.1543993949890137
69,P07264_wild,O,2.4079158306121826,-0.09988220036029816,2.1917591094970703
70,P07264_wild,CC(C)[C@@](CC(=O)O)(C(=O)O)O,1.182731032371521,-0.47086650133132935,1.6445764303207397
71,P06208_wild,CC(C)C(=O)C(=O)O,0.8481626510620117,-0.5986849069595337,1.307550311088562
72,P06208_wild,O,1.8424978256225586,-0.21197104454040527,1.7029157876968384
73,Q12166_wild,CC(C)C(=O)C(=O)O,0.7180362343788147,-0.5560755133628845,1.2016586065292358
74,Q12166_wild,O,1.729193091392517,-0.14413616061210632,1.6221911907196045
75,P49367_wild,C(C[C@@](CC(=O)O)(C(=O)O)O)C(=O)O,0.7191734910011292,-0.4060901999473572,1.286637544631958
76,P49367_wild,C(CC(=O)O)/C(=C/C(=O)O)/C(=O)O,0.5331984758377075,-1.0121278762817383,1.6445691585540771
77,P49367_wild,O,2.106250286102295,-0.14452089369297028,1.9906203746795654
78,P43635_wild,O,2.3847672939300537,-0.603298544883728,2.4002270698547363
79,P43635_wild,C(C(=O)C(=O)O)C(=O)O,1.5553799867630005,-1.476090908050537,2.4164364337921143
80,P43635_wild,CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,1.395418405532837,-2.0572726726531982,2.4792234897613525
81,P32179_wild,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)OP(=O)(O)O)O)N,1.0231634378433228,-1.4451104402542114,1.812477707862854
82,P32179_wild,O,1.9366079568862915,-0.30249226093292236,1.7283222675323486
83,P22434_wild,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O,1.3743138313293457,-0.8669870495796204,1.3819615840911865
84,P22434_wild,O,2.2270636558532715,0.4341050088405609,1.4249637126922607
85,P06776_wild,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O,0.7524999976158142,-1.954817533493042,1.9152281284332275
86,P06776_wild,O,1.7118961811065674,-0.3755066692829132,1.7307325601577759
87,P22434_wild,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O,1.3743138313293457,-0.8669870495796204,1.3819615840911865
